started
2017-1-15T11.19.29.71	Created parser
2017-1-15T11.19.29.72	Assigned names - going to load data
2017-1-15T11.19.29.72	Loading data
2017-1-15T11.19.29.72	Creating stop words manager
2017-1-15T11.19.29.74	Before big loop
2017-1-15T11.19.29.198	Opening sw stream with some words
2017-1-15T11.19.29.198	finalizing stats
2017-1-15T11.19.29.569	At line '53' in file ''	 Word nonmarket is in 2 documents
2017-1-15T11.19.29.569	At line '53' in file ''	 Word behov is in 1 documents
2017-1-15T11.19.29.569	At line '53' in file ''	 Word cooper is in 4 documents
2017-1-15T11.19.29.569	At line '53' in file ''	 Word introduc is in 2 documents
2017-1-15T11.19.29.569	At line '53' in file ''	 Word member is in 4 documents
2017-1-15T11.19.29.570	At line '53' in file ''	 Word maximum is in 1 documents
2017-1-15T11.19.29.570	At line '53' in file ''	 Word membership is in 1 documents
2017-1-15T11.19.29.570	At line '53' in file ''	 Word optim is in 15 documents
2017-1-15T11.19.29.570	At line '53' in file ''	 Word achiev is in 5 documents
2017-1-15T11.19.29.570	At line '53' in file ''	 Word effort is in 5 documents
2017-1-15T11.19.29.571	At line '53' in file ''	 Word apprais is in 2 documents
2017-1-15T11.19.29.571	At line '53' in file ''	 Word concern is in 16 documents
2017-1-15T11.19.29.571	At line '53' in file ''	 Word origin is in 4 documents
2017-1-15T11.19.29.571	At line '53' in file ''	 Word voluntari is in 4 documents
2017-1-15T11.19.29.571	At line '53' in file ''	 Word distribut is in 2 documents
2017-1-15T11.19.29.571	At line '53' in file ''	 Word equal is in 2 documents
2017-1-15T11.19.29.572	At line '53' in file ''	 Word milit is in 2 documents
2017-1-15T11.19.29.572	At line '53' in file ''	 Word factor is in 5 documents
2017-1-15T11.19.29.572	At line '53' in file ''	 Word exclud is in 2 documents
2017-1-15T11.19.29.572	At line '53' in file ''	 Word salient is in 1 documents
2017-1-15T11.19.29.572	At line '53' in file ''	 Word local is in 3 documents
2017-1-15T11.19.29.572	At line '53' in file ''	 Word central is in 6 documents
2017-1-15T11.19.29.572	At line '53' in file ''	 Word proffer is in 1 documents
2017-1-15T11.19.29.573	At line '53' in file ''	 Word respect is in 9 documents
2017-1-15T11.19.29.573	At line '53' in file ''	 Word sector is in 2 documents
2017-1-15T11.19.29.573	At line '53' in file ''	 Word polici is in 13 documents
2017-1-15T11.19.29.573	At line '53' in file ''	 Word govern is in 15 documents
2017-1-15T11.19.29.573	At line '53' in file ''	 Word imping is in 1 documents
2017-1-15T11.19.29.574	At line '53' in file ''	 Word rais is in 7 documents
2017-1-15T11.19.29.574	At line '53' in file ''	 Word club is in 1 documents
2017-1-15T11.19.29.574	At line '53' in file ''	 Word provis is in 7 documents
2017-1-15T11.19.29.574	At line '53' in file ''	 Word equilibrium is in 5 documents
2017-1-15T11.19.29.575	At line '53' in file ''	 Word undersuppli is in 1 documents
2017-1-15T11.19.29.575	At line '53' in file ''	 Word price is in 9 documents
2017-1-15T11.19.29.575	At line '53' in file ''	 Word pay is in 6 documents
2017-1-15T11.19.29.576	At line '53' in file ''	 Word afford is in 1 documents
2017-1-15T11.19.29.576	At line '53' in file ''	 Word sell is in 2 documents
2017-1-15T11.19.29.576	At line '53' in file ''	 Word consumpt is in 3 documents
2017-1-15T11.19.29.576	At line '53' in file ''	 Word nonrivalri is in 1 documents
2017-1-15T11.19.29.576	At line '53' in file ''	 Word nonexclud is in 2 documents
2017-1-15T11.19.29.577	At line '53' in file ''	 Word characterist is in 3 documents
2017-1-15T11.19.29.577	At line '53' in file ''	 Word uniqu is in 2 documents
2017-1-15T11.19.29.577	At line '53' in file ''	 Word pure is in 1 documents
2017-1-15T11.19.29.578	At line '53' in file ''	 Word privat is in 17 documents
2017-1-15T11.19.29.579	At line '53' in file ''	 Word contrast is in 4 documents
2017-1-15T11.19.29.579	At line '53' in file ''	 Word hop is in 1 documents
2017-1-15T11.19.29.579	At line '53' in file ''	 Word demonstr is in 2 documents
2017-1-15T11.19.29.579	At line '53' in file ''	 Word articul is in 1 documents
2017-1-15T11.19.29.579	At line '53' in file ''	 Word enforc is in 14 documents
2017-1-15T11.19.29.580	At line '53' in file ''	 Word establish is in 3 documents
2017-1-15T11.19.29.580	At line '53' in file ''	 Word center is in 2 documents
2017-1-15T11.19.29.580	At line '53' in file ''	 Word trade is in 6 documents
2017-1-15T11.19.29.580	At line '53' in file ''	 Word us is in 6 documents
2017-1-15T11.19.29.581	At line '53' in file ''	 Word distinct is in 8 documents
2017-1-15T11.19.29.581	At line '53' in file ''	 Word result is in 10 documents
2017-1-15T11.19.29.581	At line '53' in file ''	 Word show is in 8 documents
2017-1-15T11.19.29.581	At line '53' in file ''	 Word fight is in 1 documents
2017-1-15T11.19.29.581	At line '53' in file ''	 Word abus is in 1 documents
2017-1-15T11.19.29.582	At line '53' in file ''	 Word languag is in 2 documents
2017-1-15T11.19.29.582	At line '53' in file ''	 Word word is in 1 documents
2017-1-15T11.19.29.582	At line '53' in file ''	 Word few is in 1 documents
2017-1-15T11.19.29.582	At line '53' in file ''	 Word signific is in 5 documents
2017-1-15T11.19.29.582	At line '53' in file ''	 Word address is in 15 documents
2017-1-15T11.19.29.583	At line '53' in file ''	 Word flesh is in 1 documents
2017-1-15T11.19.29.583	At line '53' in file ''	 Word need is in 10 documents
2017-1-15T11.19.29.583	At line '53' in file ''	 Word process is in 10 documents
2017-1-15T11.19.29.583	At line '53' in file ''	 Word bargain is in 6 documents
2017-1-15T11.19.29.583	At line '53' in file ''	 Word coasean is in 1 documents
2017-1-15T11.19.29.584	At line '53' in file ''	 Word right is in 17 documents
2017-1-15T11.19.29.584	At line '53' in file ''	 Word properti is in 24 documents
2017-1-15T11.19.29.584	At line '53' in file ''	 Word transact is in 13 documents
2017-1-15T11.19.29.584	At line '53' in file ''	 Word separ is in 8 documents
2017-1-15T11.19.29.585	At line '53' in file ''	 Word implic is in 6 documents
2017-1-15T11.19.29.585	At line '53' in file ''	 Word correct is in 1 documents
2017-1-15T11.19.29.585	At line '53' in file ''	 Word assess is in 5 documents
2017-1-15T11.19.29.585	At line '53' in file ''	 Word major is in 10 documents
2017-1-15T11.19.29.585	At line '53' in file ''	 Word outlin is in 2 documents
2017-1-15T11.19.29.586	At line '53' in file ''	 Word surround is in 1 documents
2017-1-15T11.19.29.586	At line '53' in file ''	 Word survey is in 22 documents
2017-1-15T11.19.29.587	At line '53' in file ''	 Word applic is in 6 documents
2017-1-15T11.19.29.587	At line '53' in file ''	 Word experiment is in 1 documents
2017-1-15T11.19.29.587	At line '53' in file ''	 Word empir is in 18 documents
2017-1-15T11.19.29.587	At line '53' in file ''	 Word disproof is in 1 documents
2017-1-15T11.19.29.588	At line '53' in file ''	 Word proof is in 2 documents
2017-1-15T11.19.29.588	At line '53' in file ''	 Word attempt is in 7 documents
2017-1-15T11.19.29.588	At line '53' in file ''	 Word theoret is in 12 documents
2017-1-15T11.19.29.588	At line '53' in file ''	 Word numer is in 5 documents
2017-1-15T11.19.29.589	At line '53' in file ''	 Word includ is in 21 documents
2017-1-15T11.19.29.589	At line '53' in file ''	 Word amount is in 5 documents
2017-1-15T11.19.29.589	At line '53' in file ''	 Word enorm is in 1 documents
2017-1-15T11.19.29.589	At line '53' in file ''	 Word generat is in 5 documents
2017-1-15T11.19.29.589	At line '53' in file ''	 Word modern is in 7 documents
2017-1-15T11.19.29.590	At line '53' in file ''	 Word centerpiec is in 1 documents
2017-1-15T11.19.29.590	At line '53' in file ''	 Word cost is in 36 documents
2017-1-15T11.19.29.590	At line '53' in file ''	 Word social is in 12 documents
2017-1-15T11.19.29.590	At line '53' in file ''	 Word problem is in 22 documents
2017-1-15T11.19.29.591	At line '53' in file ''	 Word the is in 2 documents
2017-1-15T11.19.29.591	At line '53' in file ''	 Word ronald is in 1 documents
2017-1-15T11.19.29.591	At line '53' in file ''	 Word illustr is in 4 documents
2017-1-15T11.19.29.591	At line '53' in file ''	 Word evolv is in 1 documents
2017-1-15T11.19.29.591	At line '53' in file ''	 Word think is in 2 documents
2017-1-15T11.19.29.592	At line '53' in file ''	 Word suggest is in 11 documents
2017-1-15T11.19.29.592	At line '53' in file ''	 Word yet is in 1 documents
2017-1-15T11.19.29.592	At line '53' in file ''	 Word consensus is in 2 documents
2017-1-15T11.19.29.593	At line '53' in file ''	 Word evalu is in 4 documents
2017-1-15T11.19.29.593	At line '53' in file ''	 Word valid is in 3 documents
2017-1-15T11.19.29.593	At line '53' in file ''	 Word challeng is in 6 documents
2017-1-15T11.19.29.594	At line '53' in file ''	 Word effect is in 26 documents
2017-1-15T11.19.29.594	At line '53' in file ''	 Word endow is in 3 documents
2017-1-15T11.19.29.594	At line '53' in file ''	 Word specul is in 1 documents
2017-1-15T11.19.29.594	At line '53' in file ''	 Word third is in 6 documents
2017-1-15T11.19.29.595	At line '53' in file ''	 Word psycholog is in 1 documents
2017-1-15T11.19.29.595	At line '53' in file ''	 Word cognit is in 1 documents
2017-1-15T11.19.29.595	At line '53' in file ''	 Word summar is in 7 documents
2017-1-15T11.19.29.595	At line '53' in file ''	 Word second is in 14 documents
2017-1-15T11.19.29.596	At line '53' in file ''	 Word explain is in 15 documents
2017-1-15T11.19.29.596	At line '53' in file ''	 Word first is in 23 documents
2017-1-15T11.19.29.596	At line '53' in file ''	 Word rationalchoic is in 1 documents
2017-1-15T11.19.29.596	At line '53' in file ''	 Word dissatisfact is in 1 documents
2017-1-15T11.19.29.597	At line '53' in file ''	 Word deal is in 6 documents
2017-1-15T11.19.29.597	At line '53' in file ''	 Word mani is in 21 documents
2017-1-15T11.19.29.597	At line '53' in file ''	 Word accomplish is in 2 documents
2017-1-15T11.19.29.598	At line '53' in file ''	 Word innov is in 4 documents
2017-1-15T11.19.29.598	At line '53' in file ''	 Word examin is in 22 documents
2017-1-15T11.19.29.598	At line '53' in file ''	 Word ration is in 3 documents
2017-1-15T11.19.29.598	At line '53' in file ''	 Word make is in 20 documents
2017-1-15T11.19.29.599	At line '53' in file ''	 Word decis is in 10 documents
2017-1-15T11.19.29.599	At line '53' in file ''	 Word human is in 3 documents
2017-1-15T11.19.29.599	At line '53' in file ''	 Word theori is in 31 documents
2017-1-15T11.19.29.600	At line '53' in file ''	 Word coher is in 1 documents
2017-1-15T11.19.29.600	At line '53' in file ''	 Word appeal is in 3 documents
2017-1-15T11.19.29.600	At line '53' in file ''	 Word refer is in 5 documents
2017-1-15T11.19.29.600	At line '53' in file ''	 Word bibliographi is in 3 documents
2017-1-15T11.19.29.601	At line '53' in file ''	 Word offer is in 8 documents
2017-1-15T11.19.29.601	At line '53' in file ''	 Word controversi is in 9 documents
2017-1-15T11.19.29.601	At line '53' in file ''	 Word import is in 21 documents
2017-1-15T11.19.29.601	At line '53' in file ''	 Word historian is in 1 documents
2017-1-15T11.19.29.602	At line '53' in file ''	 Word centuri is in 4 documents
2017-1-15T11.19.29.602	At line '53' in file ''	 Word past is in 3 documents
2017-1-15T11.19.29.602	At line '53' in file ''	 Word light is in 2 documents
2017-1-15T11.19.29.612	At line '53' in file ''	 Word histori is in 5 documents
2017-1-15T11.19.29.612	At line '53' in file ''	 Word relev is in 8 documents
2017-1-15T11.19.29.612	At line '53' in file ''	 Word anthropolog is in 1 documents
2017-1-15T11.19.29.613	At line '53' in file ''	 Word briefli is in 3 documents
2017-1-15T11.19.29.613	At line '53' in file ''	 Word strong is in 2 documents
2017-1-15T11.19.29.613	At line '53' in file ''	 Word substanti is in 3 documents
2017-1-15T11.19.29.613	At line '53' in file ''	 Word produc is in 3 documents
2017-1-15T11.19.29.613	At line '53' in file ''	 Word deregul is in 4 documents
2017-1-15T11.19.29.613	At line '53' in file ''	 Word extens is in 4 documents
2017-1-15T11.19.29.614	At line '53' in file ''	 Word drawback is in 1 documents
2017-1-15T11.19.29.614	At line '53' in file ''	 Word offset is in 1 documents
2017-1-15T11.19.29.614	At line '53' in file ''	 Word benefit is in 14 documents
2017-1-15T11.19.29.614	At line '53' in file ''	 Word impli is in 5 documents
2017-1-15T11.19.29.615	At line '53' in file ''	 Word weak is in 3 documents
2017-1-15T11.19.29.615	At line '53' in file ''	 Word skeptic is in 1 documents
2017-1-15T11.19.29.615	At line '53' in file ''	 Word becom is in 7 documents
2017-1-15T11.19.29.615	At line '53' in file ''	 Word microeconomist is in 1 documents
2017-1-15T11.19.29.616	At line '53' in file ''	 Word failur is in 6 documents
2017-1-15T11.19.29.616	At line '53' in file ''	 Word degre is in 4 documents
2017-1-15T11.19.29.616	At line '53' in file ''	 Word high is in 7 documents
2017-1-15T11.19.29.616	At line '53' in file ''	 Word belief is in 2 documents
2017-1-15T11.19.29.616	At line '53' in file ''	 Word framework is in 5 documents
2017-1-15T11.19.29.617	At line '53' in file ''	 Word rest is in 3 documents
2017-1-15T11.19.29.617	At line '53' in file ''	 Word support is in 9 documents
2017-1-15T11.19.29.617	At line '53' in file ''	 Word defens is in 1 documents
2017-1-15T11.19.29.617	At line '53' in file ''	 Word goal is in 5 documents
2017-1-15T11.19.29.618	At line '53' in file ''	 Word advocaci is in 1 documents
2017-1-15T11.19.29.618	At line '53' in file ''	 Word decad is in 1 documents
2017-1-15T11.19.29.618	At line '53' in file ''	 Word least is in 2 documents
2017-1-15T11.19.29.618	At line '53' in file ''	 Word classic is in 3 documents
2017-1-15T11.19.29.619	At line '53' in file ''	 Word workabl is in 1 documents
2017-1-15T11.19.29.619	At line '53' in file ''	 Word start is in 5 documents
2017-1-15T11.19.29.619	At line '53' in file ''	 Word great is in 5 documents
2017-1-15T11.19.29.619	At line '53' in file ''	 Word microeconom is in 1 documents
2017-1-15T11.19.29.619	At line '53' in file ''	 Word distinguish is in 3 documents
2017-1-15T11.19.29.620	At line '53' in file ''	 Word disarray is in 1 documents
2017-1-15T11.19.29.620	At line '53' in file ''	 Word longstand is in 1 documents
2017-1-15T11.19.29.620	At line '53' in file ''	 Word argument is in 13 documents
2017-1-15T11.19.29.621	At line '53' in file ''	 Word defici is in 2 documents
2017-1-15T11.19.29.621	At line '53' in file ''	 Word governmentfost is in 1 documents
2017-1-15T11.19.29.621	At line '53' in file ''	 Word remov is in 2 documents
2017-1-15T11.19.29.621	At line '53' in file ''	 Word surveil is in 1 documents
2017-1-15T11.19.29.622	At line '53' in file ''	 Word mean is in 11 documents
2017-1-15T11.19.29.622	At line '53' in file ''	 Word improvement is in 1 documents
2017-1-15T11.19.29.622	At line '53' in file ''	 Word stabil is in 5 documents
2017-1-15T11.19.29.622	At line '53' in file ''	 Word regul is in 23 documents
2017-1-15T11.19.29.622	At line '53' in file ''	 Word instabl is in 1 documents
2017-1-15T11.19.29.623	At line '53' in file ''	 Word macroeconom is in 1 documents
2017-1-15T11.19.29.623	At line '53' in file ''	 Word sourc is in 4 documents
2017-1-15T11.19.29.623	At line '53' in file ''	 Word clear is in 6 documents
2017-1-15T11.19.29.623	At line '53' in file ''	 Word nonfinanci is in 1 documents
2017-1-15T11.19.29.623	At line '53' in file ''	 Word individu is in 10 documents
2017-1-15T11.19.29.623	At line '53' in file ''	 Word work is in 14 documents
2017-1-15T11.19.29.624	At line '53' in file ''	 Word imperfect is in 5 documents
2017-1-15T11.19.29.624	At line '53' in file ''	 Word argu is in 9 documents
2017-1-15T11.19.29.624	At line '53' in file ''	 Word contribut is in 9 documents
2017-1-15T11.19.29.624	At line '53' in file ''	 Word overview is in 13 documents
2017-1-15T11.19.29.624	At line '53' in file ''	 Word subjectivistcontractarian is in 1 documents
2017-1-15T11.19.29.625	At line '53' in file ''	 Word theorem is in 3 documents
2017-1-15T11.19.29.625	At line '53' in file ''	 Word coas is in 5 documents
2017-1-15T11.19.29.625	At line '53' in file ''	 Word reconstruct is in 1 documents
2017-1-15T11.19.29.625	At line '53' in file ''	 Word present is in 13 documents
2017-1-15T11.19.29.625	At line '53' in file ''	 Word comparison is in 3 documents
2017-1-15T11.19.29.625	At line '53' in file ''	 Word standard is in 8 documents
2017-1-15T11.19.29.626	At line '53' in file ''	 Word intern is in 7 documents
2017-1-15T11.19.29.626	At line '53' in file ''	 Word consent is in 1 documents
2017-1-15T11.19.29.626	At line '53' in file ''	 Word democrat is in 3 documents
2017-1-15T11.19.29.626	At line '53' in file ''	 Word outcom is in 8 documents
2017-1-15T11.19.29.626	At line '53' in file ''	 Word politi is in 1 documents
2017-1-15T11.19.29.627	At line '53' in file ''	 Word market is in 28 documents
2017-1-15T11.19.29.627	At line '53' in file ''	 Word arrang is in 4 documents
2017-1-15T11.19.29.627	At line '53' in file ''	 Word set is in 10 documents
2017-1-15T11.19.29.627	At line '53' in file ''	 Word altern is in 11 documents
2017-1-15T11.19.29.627	At line '53' in file ''	 Word cpe is in 1 documents
2017-1-15T11.19.29.627	At line '53' in file ''	 Word reemerg is in 1 documents
2017-1-15T11.19.29.628	At line '53' in file ''	 Word develop is in 20 documents
2017-1-15T11.19.29.628	At line '53' in file ''	 Word recent is in 17 documents
2017-1-15T11.19.29.628	At line '53' in file ''	 Word lesson is in 2 documents
2017-1-15T11.19.29.628	At line '53' in file ''	 Word welfar is in 5 documents
2017-1-15T11.19.29.628	At line '53' in file ''	 Word close is in 7 documents
2017-1-15T11.19.29.628	At line '53' in file ''	 Word remain is in 5 documents
2017-1-15T11.19.29.629	At line '53' in file ''	 Word choic is in 18 documents
2017-1-15T11.19.29.629	At line '53' in file ''	 Word part is in 8 documents
2017-1-15T11.19.29.629	At line '53' in file ''	 Word distanc is in 1 documents
2017-1-15T11.19.29.629	At line '53' in file ''	 Word buchanan is in 3 documents
2017-1-15T11.19.29.629	At line '53' in file ''	 Word economi is in 9 documents
2017-1-15T11.19.29.630	At line '53' in file ''	 Word constitut is in 4 documents
2017-1-15T11.19.29.630	At line '53' in file ''	 Word programm is in 1 documents
2017-1-15T11.19.29.630	At line '53' in file ''	 Word name is in 1 documents
2017-1-15T11.19.29.630	At line '53' in file ''	 Word foundat is in 3 documents
2017-1-15T11.19.29.630	At line '53' in file ''	 Word appropri is in 6 documents
2017-1-15T11.19.29.631	At line '53' in file ''	 Word return is in 2 documents
2017-1-15T11.19.29.631	At line '53' in file ''	 Word repres is in 2 documents
2017-1-15T11.19.29.631	At line '53' in file ''	 Word therefor is in 4 documents
2017-1-15T11.19.29.631	At line '53' in file ''	 Word choos is in 5 documents
2017-1-15T11.19.29.631	At line '53' in file ''	 Word agent is in 7 documents
2017-1-15T11.19.29.632	At line '53' in file ''	 Word polit is in 8 documents
2017-1-15T11.19.29.632	At line '53' in file ''	 Word constraint is in 2 documents
2017-1-15T11.19.29.632	At line '53' in file ''	 Word legalpolit is in 1 documents
2017-1-15T11.19.29.632	At line '53' in file ''	 Word attent is in 3 documents
2017-1-15T11.19.29.632	At line '53' in file ''	 Word special is in 7 documents
2017-1-15T11.19.29.633	At line '53' in file ''	 Word draw is in 4 documents
2017-1-15T11.19.29.633	At line '53' in file ''	 Word emerg is in 9 documents
2017-1-15T11.19.29.633	At line '53' in file ''	 Word subdisciplin is in 2 documents
2017-1-15T11.19.29.633	At line '53' in file ''	 Word various is in 8 documents
2017-1-15T11.19.29.633	At line '53' in file ''	 Word chang is in 12 documents
2017-1-15T11.19.29.633	At line '53' in file ''	 Word interpret is in 3 documents
2017-1-15T11.19.29.634	At line '53' in file ''	 Word line is in 3 documents
2017-1-15T11.19.29.634	At line '53' in file ''	 Word open is in 4 documents
2017-1-15T11.19.29.634	At line '53' in file ''	 Word relationship is in 17 documents
2017-1-15T11.19.29.634	At line '53' in file ''	 Word pathdepend is in 1 documents
2017-1-15T11.19.29.634	At line '53' in file ''	 Word neoclass is in 4 documents
2017-1-15T11.19.29.634	At line '53' in file ''	 Word analog is in 1 documents
2017-1-15T11.19.29.635	At line '53' in file ''	 Word entiti is in 3 documents
2017-1-15T11.19.29.635	At line '53' in file ''	 Word level is in 15 documents
2017-1-15T11.19.29.635	At line '53' in file ''	 Word help is in 6 documents
2017-1-15T11.19.29.635	At line '53' in file ''	 Word imposit is in 3 documents
2017-1-15T11.19.29.635	At line '53' in file ''	 Word forc is in 3 documents
2017-1-15T11.19.29.635	At line '53' in file ''	 Word prestig is in 1 documents
2017-1-15T11.19.29.636	At line '53' in file ''	 Word rang is in 6 documents
2017-1-15T11.19.29.636	At line '53' in file ''	 Word determin is in 10 documents
2017-1-15T11.19.29.636	At line '53' in file ''	 Word branch is in 4 documents
2017-1-15T11.19.29.636	At line '53' in file ''	 Word entir is in 3 documents
2017-1-15T11.19.29.636	At line '53' in file ''	 Word transplant is in 1 documents
2017-1-15T11.19.29.636	At line '53' in file ''	 Word latter is in 3 documents
2017-1-15T11.19.29.637	At line '53' in file ''	 Word term is in 12 documents
2017-1-15T11.19.29.637	At line '53' in file ''	 Word happen is in 2 documents
2017-1-15T11.19.29.637	At line '53' in file ''	 Word also is in 23 documents
2017-1-15T11.19.29.637	At line '53' in file ''	 Word interact is in 9 documents
2017-1-15T11.19.29.637	At line '53' in file ''	 Word formal is in 6 documents
2017-1-15T11.19.29.637	At line '53' in file ''	 Word hide is in 1 documents
2017-1-15T11.19.29.638	At line '53' in file ''	 Word action is in 10 documents
2017-1-15T11.19.29.638	At line '53' in file ''	 Word verifi is in 4 documents
2017-1-15T11.19.29.638	At line '53' in file ''	 Word tool is in 5 documents
2017-1-15T11.19.29.638	At line '53' in file ''	 Word analyt is in 2 documents
2017-1-15T11.19.29.638	At line '53' in file ''	 Word creat is in 7 documents
2017-1-15T11.19.29.639	At line '53' in file ''	 Word techniqu is in 2 documents
2017-1-15T11.19.29.639	At line '53' in file ''	 Word formant is in 1 documents
2017-1-15T11.19.29.639	At line '53' in file ''	 Word case is in 16 documents
2017-1-15T11.19.29.639	At line '53' in file ''	 Word system is in 22 documents
2017-1-15T11.19.29.639	At line '53' in file ''	 Word singl is in 3 documents
2017-1-15T11.19.29.640	At line '53' in file ''	 Word place is in 7 documents
2017-1-15T11.19.29.640	At line '53' in file ''	 Word take is in 12 documents
2017-1-15T11.19.29.640	At line '53' in file ''	 Word converg is in 2 documents
2017-1-15T11.19.29.640	At line '53' in file ''	 Word diverg is in 1 documents
2017-1-15T11.19.29.640	At line '53' in file ''	 Word phenomenon is in 4 documents
2017-1-15T11.19.29.640	At line '53' in file ''	 Word focus is in 25 documents
2017-1-15T11.19.29.641	At line '53' in file ''	 Word dynam is in 5 documents
2017-1-15T11.19.29.641	At line '53' in file ''	 Word use is in 36 documents
2017-1-15T11.19.29.641	At line '53' in file ''	 Word evolut is in 4 documents
2017-1-15T11.19.29.641	At line '53' in file ''	 Word rule is in 34 documents
2017-1-15T11.19.29.642	At line '53' in file ''	 Word exist is in 13 documents
2017-1-15T11.19.29.642	At line '53' in file ''	 Word reason is in 8 documents
2017-1-15T11.19.29.642	At line '53' in file ''	 Word possibl is in 9 documents
2017-1-15T11.19.29.642	At line '53' in file ''	 Word instrument is in 5 documents
2017-1-15T11.19.29.642	At line '53' in file ''	 Word combin is in 6 documents
2017-1-15T11.19.29.643	At line '53' in file ''	 Word analysi is in 36 documents
2017-1-15T11.19.29.643	At line '53' in file ''	 Word compar is in 8 documents
2017-1-15T11.19.29.643	At line '53' in file ''	 Word tradit is in 15 documents
2017-1-15T11.19.29.643	At line '53' in file ''	 Word crossroad is in 1 documents
2017-1-15T11.19.29.643	At line '53' in file ''	 Word situat is in 6 documents
2017-1-15T11.19.29.644	At line '53' in file ''	 Word subject is in 8 documents
2017-1-15T11.19.29.644	At line '53' in file ''	 Word rather is in 10 documents
2017-1-15T11.19.29.644	At line '53' in file ''	 Word definit is in 6 documents
2017-1-15T11.19.29.644	At line '53' in file ''	 Word valu is in 10 documents
2017-1-15T11.19.29.644	At line '53' in file ''	 Word scientif is in 1 documents
2017-1-15T11.19.29.645	At line '53' in file ''	 Word normat is in 4 documents
2017-1-15T11.19.29.645	At line '53' in file ''	 Word posit is in 9 documents
2017-1-15T11.19.29.645	At line '53' in file ''	 Word util is in 5 documents
2017-1-15T11.19.29.645	At line '53' in file ''	 Word money is in 2 documents
2017-1-15T11.19.29.645	At line '53' in file ''	 Word rod is in 1 documents
2017-1-15T11.19.29.646	At line '53' in file ''	 Word measur is in 6 documents
2017-1-15T11.19.29.646	At line '53' in file ''	 Word object is in 4 documents
2017-1-15T11.19.29.646	At line '53' in file ''	 Word issu is in 26 documents
2017-1-15T11.19.29.646	At line '53' in file ''	 Word other is in 9 documents
2017-1-15T11.19.29.646	At line '53' in file ''	 Word discuss is in 44 documents
2017-1-15T11.19.29.647	At line '53' in file ''	 Word methododolog is in 1 documents
2017-1-15T11.19.29.647	At line '53' in file ''	 Word review is in 27 documents
2017-1-15T11.19.29.647	At line '53' in file ''	 Word escap is in 2 documents
2017-1-15T11.19.29.647	At line '53' in file ''	 Word studi is in 18 documents
2017-1-15T11.19.29.647	At line '53' in file ''	 Word literatur is in 52 documents
2017-1-15T11.19.29.648	At line '53' in file ''	 Word practition is in 1 documents
2017-1-15T11.19.29.648	At line '53' in file ''	 Word disciplin is in 7 documents
2017-1-15T11.19.29.648	At line '53' in file ''	 Word scholar is in 11 documents
2017-1-15T11.19.29.648	At line '53' in file ''	 Word initi is in 2 documents
2017-1-15T11.19.29.649	At line '53' in file ''	 Word methodolog is in 6 documents
2017-1-15T11.19.29.649	At line '53' in file ''	 Word disput is in 7 documents
2017-1-15T11.19.29.649	At line '53' in file ''	 Word most is in 5 documents
2017-1-15T11.19.29.649	At line '53' in file ''	 Word impact is in 7 documents
2017-1-15T11.19.29.649	At line '53' in file ''	 Word much is in 11 documents
2017-1-15T11.19.29.650	At line '53' in file ''	 Word well is in 14 documents
2017-1-15T11.19.29.650	At line '53' in file ''	 Word speak is in 1 documents
2017-1-15T11.19.29.650	At line '53' in file ''	 Word english is in 3 documents
2017-1-15T11.19.29.650	At line '53' in file ''	 Word reach is in 3 documents
2017-1-15T11.19.29.650	At line '53' in file ''	 Word onward is in 1 documents
2017-1-15T11.19.29.650	At line '53' in file ''	 Word mid is in 1 documents
2017-1-15T11.19.29.651	At line '53' in file ''	 Word countri is in 4 documents
2017-1-15T11.19.29.651	At line '53' in file ''	 Word way is in 9 documents
2017-1-15T11.19.29.651	At line '53' in file ''	 Word progress is in 4 documents
2017-1-15T11.19.29.651	At line '53' in file ''	 Word watch is in 1 documents
2017-1-15T11.19.29.651	At line '53' in file ''	 Word worth is in 1 documents
2017-1-15T11.19.29.651	At line '53' in file ''	 Word proper is in 3 documents
2017-1-15T11.19.29.652	At line '53' in file ''	 Word correspond is in 1 documents
2017-1-15T11.19.29.652	At line '53' in file ''	 Word austrian is in 1 documents
2017-1-15T11.19.29.652	At line '53' in file ''	 Word neoinstitutionalist is in 1 documents
2017-1-15T11.19.29.652	At line '53' in file ''	 Word fore is in 1 documents
2017-1-15T11.19.29.652	At line '53' in file ''	 Word come is in 1 documents
2017-1-15T11.19.29.653	At line '53' in file ''	 Word unite is in 4 documents
2017-1-15T11.19.29.653	At line '53' in file ''	 Word debat is in 7 documents
2017-1-15T11.19.29.653	At line '53' in file ''	 Word critic is in 6 documents
2017-1-15T11.19.29.653	At line '53' in file ''	 Word suprem is in 1 documents
2017-1-15T11.19.29.653	At line '53' in file ''	 Word reign is in 1 documents
2017-1-15T11.19.29.653	At line '53' in file ''	 Word approach is in 22 documents
2017-1-15T11.19.29.654	At line '53' in file ''	 Word chicago is in 3 documents
2017-1-15T11.19.29.654	At line '53' in file ''	 Word 1960s is in 1 documents
2017-1-15T11.19.29.654	At line '53' in file ''	 Word similar is in 5 documents
2017-1-15T11.19.29.654	At line '53' in file ''	 Word aim is in 8 documents
2017-1-15T11.19.29.654	At line '53' in file ''	 Word rough is in 1 documents
2017-1-15T11.19.29.655	At line '53' in file ''	 Word atlantic is in 1 documents
2017-1-15T11.19.29.655	At line '53' in file ''	 Word side is in 1 documents
